title,brand,categories,description,tags,image-link,site-link
Natural Deodorant Tin – Indian Bay Leaf & Orange (Strong Protection),Earth Conscious,"['Skincare', 'Deodorants', 'Deodorant Tins']","Natural vegan strong protection Indian bay leaf and orange deodorant by Earth Conscious. Blended with certified organic shea butter and coconut oil blended with sunflower wax, jojoba oil and bicarbonate of soda with added orange, clove and bay west Indian leaf oils for their strong antibacterial properties.","['Vegan', 'Natural', 'Recyclable', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/01/Eath-Conscious-Indian-Bay-Leaf-Orange-Updated-600x600.jpg,https://www.peacewiththewild.co.uk/product/earth-conscious-natural-deodorant-tin-indian-bay-leaf-orange-strong-protection/
Poppets Dusting Powder – Secret Garden,Poppets,['Mama & Baby'],,"['Natural', 'Vegan', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/12/poppets-garden-both-600x600.jpg,https://www.peacewiththewild.co.uk/product/poppets-dusting-powder-secret-garden/
Odyskin Sunscreen -SPF30,Odyskin,"['Skincare', 'Suncream']",A natural mineral sunscreen for the face and body with SPF 30.  Protect you against the harmful UVA & UVB rays. This incredible sunscreen melts into the skin and is super easy to apply leaving no white masking to your skin. Made with only natural ingredients that are kind to your skin and our planet! Water resistant and reef safe.,"['Vegan', 'Natural', 'Plastic Free', 'Biodegradable', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/04/odyskin-sunscreen-spf30-03-NEW-600x600.jpg,https://www.peacewiththewild.co.uk/product/odyskin-sunscreen-spf30/
Mini-Meadow Bamboo Pots – Garden Meadow,Seedball,"['For The Home', 'Gardening']","Butterfly mix mini-meadow bamboo pots by Seedball is a simpler and more natural way to grow from seed. A tube of 12 seed balls with a natural mix of native wildflower seeds that are designed to bring the butterflies and bees to your garden! A hardy mix of wildflowers that will grow great in all gardens. Seed balls support local pollinator populations such as butterflies and bees with their nectar rich wildflowers including Common Toadflax, Cornflower, Cowslip, Meadow Cranesbill, Musk Mallow, Oxeye Daisy, and Red Campion. Seedball mini-meadow garden meadow mix is perfect for gardeners and being easy to use you don’t need any expert knowledge! Transform your garden and empty spaces in to a haven for wildlife.","['Vegan', 'Natural', 'Plastic Free', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/03/seedball-mini-meadow-bamboo-pots-garden-meadow-600x600.jpg,https://www.peacewiththewild.co.uk/product/seedball-mini-meadow-bamboo-pots-garden-meadow/
ToyChoc Box – Dinosaurs,PLAYin CHOC,"['Food & Drink', 'Chocolate']","Make playtime fun and collect all 18 Dinosaurs from this PLAYin CHOC collection, whilst enjoying their delicious creamy chocolates.","['Vegan', 'Plastic Free', 'Palm Oil Free', 'Natural']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/play-in-choc-dinosaurs-600x600.jpg,https://www.peacewiththewild.co.uk/product/toychoc-box-dinosaurs-2/
Mineral Perfecting Powder,Love The Planet,"['Makeup', 'Complexion', 'Finishing Powders']","A translucent perfecting powder for light diffusing radiance. This vegan, mineral powder from Love the Planet is perfect for creating a matte finish and to help absorbs excess oil, maintaining a balanced look throughout the day. Please choose your colour carefully and order a sample size if this is your first purchase as refunds are not available on this product once received.","['Vegan', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/07/love-the-planet-translucent-powder-tin-600x600.jpg,https://www.peacewiththewild.co.uk/product/love-the-planet-mineral-perfecting-powder/
Poppets Dusting Powder – Natural,Poppets,['Mama & Baby'],,"['Natural', 'Vegan', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/12/poppets-natural-both-600x600.jpg,https://www.peacewiththewild.co.uk/product/poppets-dusting-powder-natural/
Organic Man Balm – Unscented,Peace With The Wild,"['Skincare', ""Men's Skincare""]","Handmade in the UK, our Man Balm is 100% organic, natural, vegan and cruelty free. A highly concentrated balm that soothes, nourishes and hydrates. Blended with macadamia, jojoba and hemp for their natural soothing and moisturising properties that help maintain healthy skin.   When you purchase Peace with the Wild creams in extreme weather fluctuations, please keep in mind that consistency issues can be more prevalent.  Our creams are made of butters and oils and will melt in high temperatures. We will not refund this product for separation, or a change in consistency.","['Vegan', 'Natural', 'Organic', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/02/man-balm-unscented-600x600.jpg,https://www.peacewiththewild.co.uk/product/peace-with-the-wild-organic-man-balm-unscented/
Compact Powder – Porcelain 306,ZAO,"['Makeup', 'Complexion', 'Finishing Powders']","A compact powder in a stunning porcelain 306 shade that suits fair skin, enhancing your natural features and beautiful complexion. Our Zao vegan compact powder is perfect for setting, mattifying and balancing with a silky, smooth finish. Available with bamboo case and sustainable refill option!","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/ZAO-compact-powder-case-306-600x594.jpg,https://www.peacewiththewild.co.uk/product/zao-compact-powder-porcelain-306/
Unscented Organic Shaving Cream,Peace With The Wild,"['Skincare', 'Shaving Soap']","Handmade in the UK with love, our skincare range is 100% organic, natural, vegan and cruelty free. Peace With the Wild shaving cream blends the finest natural and organic ingredients to create a cream that keeps your skin soft and allows a close, gentle shave. A brush is not necessary.   When you purchase Peace with the Wild creams in extreme weather fluctuations, please keep in mind that consistency issues can be more prevalent.  Our creams are made of butters and oils and will melt in high temperatures. We will not refund this product for separation, or a change in consistency. This product is not suitable for long facial hair.","['Vegan', 'Natural', 'Organic', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/02/shave-cream-unscented-600x600.jpg,https://www.peacewiththewild.co.uk/product/unscented-organic-shaving-cream-50ml/
Stainless Steel Insulated Tumbler 710ml – Rock Star,Neon Kactus,"['On-The-Go', 'Drinking Cups']","Neon Kactus 710ml tumbler in a mat black are lightweight and durable, perfect for an on the go lifestyle. Each tumbler comes complete with a leakproof flip lid, a screw top straw lid and a reusable stainless steel straw. Made using the highest quality double walled construction to keep your drink the perfect temperature. Hot for 6 hours, cold for 12 hours! This is a fabulous flip top drinking flask.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/04/neon-kactus-rockstar-tumblr-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/stainless-steel-insulated-tumbler-710ml-rock-star/
Matte Black Safety Razor Kit,Shoreline Shaving,"['Skincare', 'Safety Razors']","An eco-friendly alternative to disposable plastic razors. This stunning Matte Black razor is part of Shoreline Coral Collection and is made from stainless steel that fits all double edged blades, this is the perfect way to shave plastic free.","['Vegan', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/06/shoreline-shaving-matte-black-kit-600x600.jpg,https://www.peacewiththewild.co.uk/product/matte-black-safety-razor-kit/
Mood Lifting Shower Steamer,Bain & Savon,"['Bathroom', 'Bath Bombs']","The Mood Lifting Shower Steamer is a great way to start your day! It contains Patchouli, Jasmine, Ylang Ylang, and Rose Petals which are known for their mood-lifting properties. The uplifting and freeing combination of these essential oils will help to connect and restore a tired mind drained by the everyday stresses associated with modern lifestyles. The steamy aroma of Patchouli, Jasmine, Ylang Ylang & Rose Petals will create a spa-like aromatic environment in your shower and nourish your skin. Experience your very own spa at home with these beautiful shower steamers.","['Vegan', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/06/shower-puck-mood-lifting-600x600-1.jpg,https://www.peacewiththewild.co.uk/product/mood-lifting-shower-puck/
truthpaste – Peppermint & Wintergreen,truthpaste,"['Bathroom', 'Toothpaste', 'Natural Toothpaste']",Peppermint and Wintergreen truthpaste is from the original mineral toothpaste range.  It has a refreshing minty flavour and full of natural botanicals and essential oil properties. This toothpaste has a fabulous minty flavour to leave your mouth fresh and clean.,"['Vegan', 'Natural', 'Recyclable', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/07/truthpaste-peppermint-wintergreen-100ml-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/truthpaste-peppermint-wintergreen/
Babies Moon Salve – 60ml,Fat & The Moon,"['Mama & Baby', 'Baby Skincare']","This babies moon salve is a 100% natural alternative to synthetic chemical based creams and balms. This natural salve can be used as diaper balm or moisturiser, as well as also to help soothe minor scrapes and bruises. Made with Calendula, chamomile and st John’s wort, gentle ingredients that calm and soothe. This is a simple remedy with no added fragrances and has been created to be pure and simple – exactly what sensitive baby skin needs!","['Organic', 'Natural', 'Recyclable', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/Fat-The-Moon-Babies-Moon-Salve-600x600.jpg,https://www.peacewiththewild.co.uk/product/fat-and-the-moon-babies-moon-salve-60ml/
Natural Linen Tea Towel – Sage Green Garden,Helen Round,"['Kitchen', 'Dish Cloths & Towels']","A beautiful, pure linen tea towel that features a hand printed design from Helen Round’s Garden Collection in sage green. This linen will soften with age and is the perfect cloth for drying dishes and is great for glasses. These bestselling linen tea towels are lint free so you can dry glasses, crockery and pans without annoying smears or unwanted fluff.","['Plastic Free', 'Handmade', 'Sustainable', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/04/helen-round-linen-tea-towel-sage-green-NEW-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-linen-tea-towel-sage-green-garden/
Natural Organic Lip Balm – 6g,Organic Essence,"['Makeup', 'Lips']",Organic Essence lip balm is full of antioxidant Vitamin E and natural oils for deep nourishment and moisturisation of dry lips.,"['Natural', 'Plastic Free', 'Biodegradable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/09/Organic-Essence-Natural-Lip-Balm-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-essence-natural-organic-lip-balm-6g/
ToyChoc Box – Sea Animals,PLAYin CHOC,['Food & Drink'],"Each ToyChoc Box contains two individually wrapped, deliciously creamy, organic, dairy-free chocolates, a surprise 3D cardboard puzzle toy to assemble and a fun facts card. Which Sea Animal will you get? A Turtle? Sea Horse? Shark or Sea star? Proceeds from sale will benefit the SEA LIFE Trust, protecting the world’s oceans. There are 18 animals in this collection to collect, stencils to use after assembling your toy and each one comes with its own educational fun facts card.","['Vegan', 'Plastic Free', 'Palm Oil Free', 'Natural']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/03/play-in-choc-sea-animals-4-600x600.jpg,https://www.peacewiththewild.co.uk/product/toychoc-box-sea-animals/
Eco-Femme Cotton Sanitary Pad – Night Pad,Eco Femme,"['Bathroom', 'Menstrual Products', 'Menstrual Pads']","A reusable night pad for heavy flow and night time use made by Eco Femme. The Eco-femme organic cotton night pad has extra length and width for better coverage, especially when laying down. Made with 7 layers of absorbent fabric and a hidden PUL layer for protection against leaks.",['Handmade'],https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/eco-femme-organic-cotton-night-pad-front-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-femme-cotton-sanitary-pad-night-pad/
"Natural Soap Bar – Fir Needle, Pine & Cedarwood 140g",Our Tiny Bees,"['Bathroom', 'Soap Bars', 'Hand & Body Soap Bars']","Say hello to the Great Outdoors with Our Tiny Bees natural soap bar with fir needle, pine and cedarwood essential oil. Traditionally made in Yorkshire, UK with only natural, vegan and cruelty free ingredients that are kind and gentle on your skin. Our Tiny Bees natural soap bar can also be used as shaving bar as well as shampoo! A formulation blended with natural coconut oil to create luxurious creamy lather that is antibacterial. Coconut oil is also anti-ageing and super nourishing! Blended with active essential oils for a evergreen woodland inspired scent that will transport the mind and body to tranquil places of solitude and adventure.","['Vegan', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/our-tiny-bees-soap-fir-needle-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-soap-bar-fir-needle-pine-cedarwood-140g/
